Name,Year,Team,Position,Age,Games,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Fumbles_Lost,2PM,2PP,Fantasy_PPR,Fantasy_PPR_NextYear,Team_NextYear
Jalen Guyton,2019,LAC,WR,22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1,LAC
Justin Hardee,2019,NOR,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOR
Lil'Jordan Humphrey,2019,NOR,WR,21,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,NOR
Trenton Irwin,2019,CIN,WR,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,CIN
Tom Kennedy,2019,DET,WR,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,DET
Keith Kirkwood,2019,NOR,WR,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,CAR
Josh Malone,2019,NYJ,WR,23,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,NYJ
Jaydon Mickens,2019,TAM,WR,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,TAM
Jojo Natson,2019,LAR,WR,25,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,CLE
Matthew Slater,2019,NWE,WR,34,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NWE
Taywan Taylor,2019,CLE,WR,24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE
Nsimba Webster,2019,LAR,WR,23,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,LAR
Juwann Winfree,2019,DEN,WR,23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GNB
Greg Dortch,2019,CAR,WR,21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,6.9,ARI
Ray-Ray McCloud,2019,CAR,WR,23,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,32.2,PIT
Darrius Shepherd,2019,GNB,WR,24,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.9,7.6,GNB
Davante Adams,2020,GNB,WR,28,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,115.0,1374.0,18.0,1.0,0.0,0.0,358.4,344.3,GNB
Tyreek Hill,2020,KAN,WR,26,15,0.0,0.0,0.0,0.0,0.0,13.0,123.0,2.0,135.0,87.0,1276.0,15.0,0.0,0.0,0.0,328.9,296.5,KAN
Stefon Diggs,2020,BUF,WR,27,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,166.0,127.0,1535.0,8.0,0.0,0.0,0.0,328.6,285.5,BUF
Calvin Ridley,2020,ATL,WR,26,15,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,143.0,90.0,1374.0,9.0,1.0,1.0,0.0,281.5,71.1,ATL
D.K. Metcalf,2020,SEA,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,83.0,1303.0,10.0,1.0,0.0,0.0,271.3,244.3,SEA
Justin Jefferson,2020,MIN,WR,21,16,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,125.0,88.0,1400.0,7.0,0.0,2.0,0.0,274.2,330.4,MIN
Adam Thielen,2020,MIN,WR,30,15,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,108.0,74.0,925.0,14.0,0.0,1.0,0.0,254.0,199.8,MIN
Mike Evans,2020,TAM,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,70.0,1006.0,13.0,0.0,0.0,0.0,248.6,262.5,TAM
A.J. Brown,2020,TEN,WR,23,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,70.0,1075.0,11.0,1.0,0.0,0.0,247.5,180.9,TEN
DeAndre Hopkins,2020,ARI,WR,28,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,160.0,115.0,1407.0,6.0,2.0,0.0,0.0,287.8,147.2,ARI
Tyler Lockett,2020,SEA,WR,28,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,100.0,1054.0,10.0,0.0,0.0,0.0,265.4,241.4,SEA
Allen Robinson,2020,CHI,WR,27,16,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,151.0,102.0,1250.0,6.0,0.0,0.0,0.0,262.9,87.0,CHI
Robert Woods,2020,LAR,WR,28,16,0.0,0.0,0.0,0.0,0.0,24.0,155.0,2.0,129.0,90.0,936.0,6.0,1.0,0.0,0.0,245.1,137.2,LAR
Chase Claypool,2020,PIT,WR,22,16,0.0,0.0,0.0,0.0,0.0,10.0,16.0,2.0,109.0,62.0,873.0,9.0,1.0,0.0,0.0,214.9,166.6,PIT
Marvin Jones,2020,DET,WR,30,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,76.0,978.0,9.0,0.0,0.0,0.0,227.8,180.2,JAX
Brandin Cooks,2020,HOU,WR,27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,81.0,1150.0,6.0,0.0,0.0,0.0,232.0,231.8,HOU
D.J. Moore,2020,CAR,WR,23,15,0.0,1.0,0.0,0.0,0.0,2.0,22.0,0.0,118.0,66.0,1193.0,4.0,0.0,0.0,0.0,211.5,237.5,CAR
Keenan Allen,2020,LAC,WR,28,14,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,147.0,100.0,992.0,8.0,2.0,1.0,0.0,245.1,257.8,LAC
Amari Cooper,2020,DAL,WR,26,16,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,130.0,92.0,1114.0,5.0,0.0,1.0,0.0,236.8,202.5,DAL
CeeDee Lamb,2020,DAL,WR,21,16,0.0,0.0,0.0,0.0,0.0,10.0,82.0,1.0,111.0,74.0,935.0,5.0,1.0,1.0,0.0,217.7,232.8,DAL
Nelson Agholor,2020,LVR,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,48.0,896.0,8.0,0.0,0.0,0.0,185.6,103.4,NWE
JuJu Smith-Schuster,2020,PIT,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,97.0,831.0,9.0,1.0,1.0,0.0,234.1,34.8,PIT
Terry McLaurin,2020,WAS,WR,25,15,0.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,134.0,87.0,1118.0,4.0,1.0,0.0,0.0,223.8,213.5,WAS
Will Fuller,2020,HOU,WR,26,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,53.0,879.0,8.0,0.0,0.0,0.0,188.9,8.6,MIA
Curtis Samuel,2020,CAR,WR,24,15,0.0,0.0,0.0,0.0,0.0,41.0,200.0,2.0,97.0,77.0,851.0,3.0,0.0,0.0,0.0,212.1,9.8,WAS
Diontae Johnson,2020,PIT,WR,24,15,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,144.0,88.0,923.0,7.0,1.0,0.0,0.0,221.8,274.4,PIT
Robbie Chosen,2020,CAR,WR,27,16,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,136.0,95.0,1096.0,3.0,1.0,1.0,0.0,224.1,138.5,CAR
Tee Higgins,2020,CIN,WR,21,16,0.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,108.0,67.0,908.0,6.0,1.0,0.0,0.0,194.6,219.1,CIN
Cole Beasley,2020,BUF,WR,31,15,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,107.0,82.0,967.0,4.0,0.0,0.0,0.0,207.5,159.3,BUF
Corey Davis,2020,TEN,WR,25,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,65.0,984.0,5.0,1.0,0.0,0.0,191.4,105.2,NYJ
Chris Godwin,2020,TAM,WR,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,65.0,840.0,7.0,0.0,0.0,0.0,191.0,242.4,TAM
Brandon Aiyuk,2020,SFO,WR,22,12,0.0,0.0,0.0,0.0,0.0,6.0,77.0,2.0,96.0,60.0,748.0,5.0,0.0,0.0,0.0,184.5,170.3,SFO
Marquise Brown,2020,BAL,WR,23,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,58.0,769.0,8.0,0.0,0.0,0.0,183.0,226.3,BAL
Cooper Kupp,2020,LAR,WR,27,15,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0,124.0,92.0,974.0,3.0,1.0,0.0,0.0,208.7,439.5,LAR
Jarvis Landry,2020,CLE,WR,28,15,4.0,4.0,74.0,1.0,0.0,4.0,10.0,1.0,101.0,72.0,840.0,3.0,0.0,0.0,0.0,188.0,133.0,CLE
Tyler Boyd,2020,CIN,WR,26,15,1.0,2.0,16.0,0.0,0.0,5.0,49.0,0.0,110.0,79.0,841.0,4.0,0.0,0.0,0.0,192.6,183.8,CIN
Michael Gallup,2020,DAL,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,59.0,843.0,5.0,0.0,0.0,0.0,173.3,91.5,DAL
Jamison Crowder,2020,NYJ,WR,27,12,1.0,1.0,43.0,1.0,0.0,1.0,14.0,0.0,89.0,59.0,699.0,6.0,0.0,0.0,0.0,172.0,109.7,NYJ
Tim Patrick,2020,DEN,WR,27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,51.0,742.0,6.0,0.0,0.0,0.0,161.2,156.4,DEN
Russell Gage,2020,ATL,WR,24,16,1.0,2.0,39.0,1.0,0.0,2.0,9.0,0.0,109.0,72.0,786.0,4.0,0.0,0.0,0.0,181.1,163.0,ATL
T.Y. Hilton,2020,IND,WR,31,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,56.0,762.0,5.0,0.0,1.0,0.0,164.2,74.1,IND
Jerry Jeudy,2020,DEN,WR,21,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,52.0,856.0,3.0,0.0,1.0,0.0,157.6,85.0,DEN
Mike Williams,2020,LAC,WR,26,15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,85.0,48.0,756.0,5.0,0.0,0.0,0.0,153.7,246.6,LAC
Emmanuel Sanders,2020,NOR,WR,33,14,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,82.0,61.0,726.0,5.0,0.0,0.0,0.0,164.8,131.7,BUF
Marquez Valdes-Scantling,2020,GNB,WR,26,16,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,63.0,33.0,690.0,6.0,1.0,0.0,0.0,137.3,87.0,GNB
DeVante Parker,2020,MIA,WR,27,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,63.0,793.0,4.0,0.0,0.0,0.0,166.3,103.5,MIA
Gabriel Davis,2020,BUF,WR,21,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,35.0,599.0,7.0,0.0,0.0,0.0,136.9,125.9,BUF
DJ Chark,2020,JAX,WR,24,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,53.0,706.0,5.0,0.0,0.0,0.0,153.6,34.4,JAX
Keelan Cole,2020,JAX,WR,27,16,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,88.0,55.0,642.0,5.0,0.0,0.0,0.0,155.4,78.9,NYJ
Laviska Shenault Jr.,2020,JAX,WR,22,14,0.0,0.0,0.0,0.0,0.0,18.0,91.0,0.0,79.0,58.0,600.0,5.0,0.0,0.0,0.0,157.1,127.0,JAX
Christian Kirk,2020,ARI,WR,24,14,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,79.0,48.0,621.0,6.0,0.0,0.0,0.0,146.4,207.6,ARI
Sterling Shepard,2020,NYG,WR,27,12,0.0,0.0,0.0,0.0,0.0,6.0,49.0,1.0,90.0,66.0,656.0,3.0,0.0,1.0,0.0,162.5,77.7,NYG
Julio Jones,2020,ATL,WR,31,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,51.0,771.0,3.0,0.0,0.0,0.0,146.1,80.4,TEN
Zach Pascal,2020,IND,WR,26,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,44.0,629.0,5.0,0.0,0.0,0.0,136.9,94.5,IND
Darnell Mooney,2020,CHI,WR,23,16,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,98.0,61.0,631.0,4.0,0.0,1.0,0.0,152.1,219.7,CHI
Darius Slayton,2020,NYG,WR,23,16,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,96.0,50.0,751.0,3.0,1.0,0.0,0.0,141.0,68.6,NYG
Mecole Hardman,2020,KAN,WR,22,16,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,62.0,41.0,560.0,4.0,2.0,1.0,0.0,128.1,140.9,KAN
Rashard Higgins,2020,CLE,WR,26,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,37.0,599.0,4.0,0.0,0.0,0.0,120.9,57.5,CLE
Jakobi Meyers,2020,NWE,WR,24,14,2.0,2.0,43.0,2.0,0.0,2.0,9.0,0.0,81.0,59.0,729.0,0.0,1.0,1.0,0.0,142.5,186.3,NWE
David Moore,2020,SEA,WR,25,16,0.0,0.0,0.0,0.0,0.0,8.0,61.0,0.0,47.0,35.0,417.0,6.0,0.0,0.0,0.0,118.8,0.0,2TM
Kendrick Bourne,2020,SFO,WR,25,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,49.0,667.0,2.0,0.0,1.0,0.0,129.7,180.5,NWE
Greg Ward,2020,PHI,WR,25,16,1.0,1.0,15.0,0.0,0.0,2.0,-4.0,0.0,79.0,53.0,419.0,6.0,0.0,1.0,0.0,133.1,34.6,PHI
Travis Fulgham,2020,PHI,WR,25,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,38.0,539.0,4.0,0.0,0.0,0.0,115.9,0.0,DEN
Hunter Renfrow,2020,LVR,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,56.0,656.0,2.0,1.0,0.0,0.0,131.6,259.1,LVR
Antonio Brown,2020,TAM,WR,32,8,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,62.0,45.0,483.0,4.0,0.0,0.0,0.0,117.1,121.1,TAM
Josh Reynolds,2020,LAR,WR,25,16,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,81.0,52.0,618.0,2.0,1.0,0.0,0.0,124.3,80.6,2TM
Isaiah McKenzie,2020,BUF,WR,25,16,1.0,1.0,12.0,1.0,0.0,10.0,9.0,0.0,34.0,30.0,282.0,5.0,0.0,0.0,0.0,99.6,52.5,BUF
Scott Miller,2020,TAM,WR,23,16,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,53.0,33.0,501.0,3.0,0.0,0.0,0.0,102.5,19.1,TAM
Jalen Guyton,2020,LAC,WR,23,16,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,55.0,28.0,511.0,3.0,0.0,0.0,0.0,97.1,97.2,LAC
Breshad Perriman,2020,NYJ,WR,27,12,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,60.0,30.0,505.0,3.0,0.0,0.0,0.0,99.1,33.4,TAM
Tre'Quan Smith,2020,NOR,WR,24,14,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,50.0,34.0,448.0,4.0,0.0,0.0,0.0,103.1,87.7,NOR
James Washington,2020,PIT,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,30.0,392.0,5.0,0.0,0.0,0.0,99.2,65.8,PIT
Damiere Byrd,2020,NWE,WR,27,16,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,77.0,47.0,604.0,1.0,0.0,0.0,0.0,114.9,64.9,CHI
Allen Lazard,2020,GNB,WR,25,10,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,46.0,33.0,451.0,3.0,0.0,0.0,0.0,97.8,142.5,GNB
Odell Beckham Jr.,2020,CLE,WR,28,7,1.0,1.0,18.0,0.0,0.0,3.0,72.0,1.0,43.0,23.0,319.0,3.0,0.0,0.0,0.0,86.8,129.1,2TM
John Brown,2020,BUF,WR,30,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,33.0,458.0,3.0,0.0,0.0,0.0,96.8,0.0,3TM
A.J. Green,2020,CIN,WR,32,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,47.0,523.0,2.0,0.0,0.0,0.0,111.3,156.8,ARI
Demarcus Robinson,2020,KAN,WR,26,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,45.0,466.0,3.0,1.0,0.0,0.0,107.6,69.4,KAN
Randall Cobb,2020,HOU,WR,30,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,38.0,441.0,3.0,0.0,0.0,0.0,100.1,93.6,GNB
Willie Snead,2020,BAL,WR,28,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,33.0,432.0,3.0,0.0,0.0,0.0,94.2,7.8,2TM
Danny Amendola,2020,DET,WR,35,14,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,69.0,46.0,602.0,0.0,0.0,0.0,0.0,106.4,68.8,HOU
Braxton Berrios,2020,NYJ,WR,25,16,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,55.0,37.0,394.0,3.0,0.0,0.0,0.0,97.3,121.1,NYJ
KJ Hamler,2020,DEN,WR,21,13,0.0,0.0,0.0,0.0,0.0,9.0,40.0,0.0,56.0,30.0,381.0,3.0,0.0,0.0,0.0,90.1,12.4,DEN
Tyron Johnson,2020,LAC,WR,24,12,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,26.0,20.0,398.0,3.0,0.0,0.0,0.0,79.5,3.6,2TM
Anthony Miller,2020,CHI,WR,26,16,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,76.0,49.0,485.0,2.0,1.0,0.0,0.0,108.7,14.5,2TM
Michael Pittman Jr.,2020,IND,WR,23,13,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,61.0,40.0,503.0,1.0,0.0,0.0,0.0,98.9,238.6,IND
Henry Ruggs III,2020,LVR,WR,21,13,0.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,43.0,26.0,452.0,2.0,2.0,0.0,0.0,84.1,84.5,LVR
Chris Conley,2020,JAX,WR,28,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,40.0,471.0,2.0,1.0,0.0,0.0,97.1,64.6,HOU
Preston Williams,2020,MIA,WR,23,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,18.0,288.0,4.0,0.0,2.0,0.0,74.8,13.8,MIA
Jalen Reagor,2020,PHI,WR,21,11,0.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0,54.0,31.0,396.0,1.0,0.0,1.0,0.0,87.2,78.1,PHI
Keke Coutee,2020,HOU,WR,23,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,33.0,400.0,3.0,3.0,1.0,0.0,87.0,1.5,IND
Cam Sims,2020,WAS,WR,24,16,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,48.0,32.0,477.0,1.0,0.0,0.0,0.0,86.2,48.8,WAS
Miles Boykin,2020,BAL,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,266.0,4.0,0.0,0.0,0.0,69.6,1.6,BAL
Jakeem Grant,2020,MIA,WR,28,14,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,54.0,36.0,373.0,1.0,0.0,0.0,0.0,87.3,39.5,2TM
Sammy Watkins,2020,KAN,WR,27,10,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,55.0,37.0,421.0,2.0,1.0,0.0,0.0,87.4,70.4,BAL
Cordarrelle Patterson,2020,CHI,WR,29,16,0.0,0.0,0.0,0.0,0.0,64.0,232.0,1.0,25.0,21.0,132.0,0.0,0.0,0.0,0.0,69.4,234.6,ATL
Deebo Samuel,2020,SFO,WR,24,7,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,44.0,33.0,391.0,1.0,0.0,0.0,0.0,80.7,339.0,SFO
Quintez Cephus,2020,DET,WR,22,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,349.0,2.0,0.0,0.0,0.0,66.9,49.4,DET
Kenny Golladay,2020,DET,WR,27,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,338.0,2.0,0.0,0.0,0.0,65.8,89.1,NYG
Donovan Peoples-Jones,2020,CLE,WR,21,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,304.0,2.0,0.0,1.0,0.0,58.4,109.7,CLE
Michael Thomas,2020,NOR,WR,27,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,40.0,438.0,0.0,0.0,0.0,0.0,83.9,51.1,NOR
Marvin Hall,2020,2TM,WR,27,12,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,18.0,302.0,2.0,0.0,0.0,0.0,60.3,2.0,ATL
N'Keal Harry,2020,NWE,WR,23,14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,57.0,33.0,309.0,2.0,1.0,0.0,0.0,73.9,28.4,NWE
Richie James,2020,SFO,WR,25,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,23.0,394.0,1.0,2.0,0.0,0.0,64.4,132.5,NYG
Collin Johnson,2020,JAX,WR,23,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.0,272.0,2.0,0.0,1.0,0.0,59.2,21.5,NYG
Denzel Mims,2020,NYJ,WR,23,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,23.0,357.0,0.0,0.0,1.0,0.0,60.7,21.3,NYJ
Adam Humphries,2020,TEN,WR,27,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,23.0,228.0,2.0,0.0,0.0,0.0,57.8,79.3,WAS
Cedrick Wilson Jr.,2020,DAL,WR,25,16,2.0,2.0,23.0,1.0,0.0,3.0,-12.0,0.0,28.0,17.0,189.0,2.0,0.0,0.0,0.0,51.6,147.8,DAL
Andy Isabella,2020,ARI,WR,24,13,0.0,0.0,0.0,0.0,0.0,1.0,-6.0,0.0,35.0,21.0,224.0,2.0,0.0,0.0,0.0,54.8,2.3,ARI
Devin Duvernay,2020,BAL,WR,23,16,0.0,0.0,0.0,0.0,0.0,4.0,70.0,0.0,26.0,20.0,201.0,0.0,0.0,0.0,0.0,53.1,83.2,BAL
Olamide Zaccheaus,2020,ATL,WR,23,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,20.0,274.0,1.0,0.0,0.0,0.0,53.4,89.8,ATL
DeSean Jackson,2020,PHI,WR,34,5,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,26.0,14.0,236.0,1.0,0.0,0.0,0.0,44.8,75.8,2TM
Steven Sims,2020,WAS,WR,23,12,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,37.0,27.0,265.0,1.0,2.0,0.0,0.0,57.3,0.0,PIT
Tyler Johnson,2020,TAM,WR,22,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,169.0,2.0,0.0,0.0,0.0,40.9,72.0,TAM
Isaiah Ford,2020,MIA,WR,24,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,28.0,276.0,0.0,0.0,0.0,0.0,55.6,40.1,MIA
Deonte Harty,2020,NOR,WR,23,9,0.0,0.0,0.0,0.0,0.0,6.0,51.0,0.0,25.0,20.0,186.0,1.0,1.0,0.0,0.0,47.7,113.1,NOR
Van Jefferson,2020,LAR,WR,24,16,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,31.0,19.0,220.0,1.0,0.0,0.0,0.0,46.9,168.2,LAR
Byron Pringle,2020,KAN,WR,27,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,160.0,1.0,0.0,0.0,0.0,41.0,126.8,KAN
Freddie Swain,2020,SEA,WR,22,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,159.0,2.0,0.0,0.0,0.0,40.9,86.5,SEA
Mohamed Sanu,2020,2TM,WR,31,10,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,24.0,17.0,187.0,1.0,0.0,1.0,0.0,44.0,32.7,SFO
Lynn Bowden Jr.,2020,MIA,WR,23,10,1.0,2.0,32.0,0.0,0.0,9.0,32.0,0.0,37.0,28.0,211.0,0.0,0.0,0.0,0.0,53.6,0.0,NWE
Marcus Johnson,2020,IND,WR,26,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,255.0,0.0,0.0,0.0,0.0,39.5,24.8,TEN
Bryan Edwards,2020,LVR,WR,22,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,193.0,1.0,0.0,0.0,0.0,36.3,109.1,LVR
Zay Jones,2020,LVR,WR,25,16,1.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,154.0,1.0,0.0,0.0,0.0,36.6,105.9,LVR
Mack Hollins,2020,MIA,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,176.0,1.0,1.0,0.0,0.0,37.6,60.3,MIA
Marquez Callaway,2020,NOR,WR,22,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,21.0,213.0,0.0,0.0,0.0,0.0,42.3,151.8,NOR
Gunner Olszewski,2020,NWE,WR,24,13,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,5.0,5.0,62.0,1.0,0.0,0.0,0.0,25.5,6.0,NWE
Kenny Stills,2020,HOU,WR,28,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,144.0,1.0,0.0,0.0,0.0,31.4,18.9,NOR
John Hightower,2020,PHI,WR,24,13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,10.0,167.0,0.0,0.0,1.0,0.0,28.8,0.0,PHI
