Name,Year,Team,Position,Age,Games,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Fumbles_Lost,2PM,2PP,Fantasy_PPR,Fantasy_PPR_NextYear,Team_NextYear
J.D. McKissic,2020,WAS,RB,27,16,0.0,0.0,0.0,0.0,0.0,85.0,365.0,1.0,110.0,80.0,589.0,2.0,1.0,0.0,0.0,191.4,127.9,WAS
Devin Singletary,2020,BUF,RB,23,16,0.0,0.0,0.0,0.0,0.0,156.0,687.0,2.0,50.0,38.0,269.0,0.0,1.0,0.0,0.0,143.6,197.8,BUF
Leonard Fournette,2020,TAM,RB,25,13,0.0,0.0,0.0,0.0,0.0,97.0,367.0,6.0,47.0,36.0,233.0,0.0,0.0,0.0,0.0,132.0,255.6,TAM
Jamaal Williams,2020,GNB,RB,25,14,0.0,0.0,0.0,0.0,0.0,119.0,505.0,2.0,35.0,31.0,236.0,1.0,0.0,2.0,0.0,127.1,119.8,DET
Jerick McKinnon,2020,SFO,RB,28,16,0.0,0.0,0.0,0.0,0.0,81.0,319.0,5.0,46.0,33.0,253.0,1.0,0.0,0.0,0.0,126.2,35.9,KAN
Tony Pollard,2020,DAL,RB,23,16,0.0,0.0,0.0,0.0,0.0,101.0,435.0,4.0,40.0,28.0,193.0,1.0,0.0,0.0,0.0,120.8,162.6,DAL
Cam Akers,2020,LAR,RB,21,13,0.0,0.0,0.0,0.0,0.0,145.0,625.0,2.0,14.0,11.0,123.0,1.0,1.0,0.0,0.0,101.8,4.3,LAR
Zack Moss,2020,BUF,RB,23,13,0.0,0.0,0.0,0.0,0.0,112.0,481.0,4.0,18.0,14.0,95.0,1.0,0.0,0.0,0.0,101.6,105.2,BUF
Malcolm Brown,2020,LAR,RB,27,16,0.0,0.0,0.0,0.0,0.0,101.0,419.0,5.0,33.0,23.0,162.0,0.0,1.0,0.0,0.0,109.1,22.5,MIA
Damien Harris,2020,NWE,RB,23,10,0.0,0.0,0.0,0.0,0.0,137.0,691.0,2.0,7.0,5.0,52.0,0.0,0.0,0.0,0.0,91.3,210.1,NWE
Raheem Mostert,2020,SFO,RB,28,8,0.0,0.0,0.0,0.0,0.0,104.0,521.0,2.0,19.0,16.0,156.0,1.0,1.0,0.0,0.0,99.7,2.0,SFO
Rex Burkhead,2020,NWE,RB,30,10,0.0,0.0,0.0,0.0,0.0,67.0,274.0,3.0,33.0,25.0,192.0,3.0,0.0,0.0,0.0,107.6,104.3,HOU
Joe Mixon,2020,CIN,RB,24,6,0.0,0.0,0.0,0.0,0.0,119.0,428.0,3.0,26.0,21.0,138.0,1.0,1.0,0.0,0.0,99.6,287.9,CIN
Alexander Mattison,2020,MIN,RB,22,13,0.0,0.0,0.0,0.0,0.0,96.0,434.0,2.0,15.0,13.0,125.0,1.0,0.0,0.0,0.0,86.9,125.9,MIN
Christian McCaffrey,2020,CAR,RB,24,3,0.0,0.0,0.0,0.0,0.0,59.0,225.0,5.0,19.0,17.0,149.0,1.0,0.0,0.0,0.0,90.4,127.5,CAR
Boston Scott,2020,PHI,RB,25,16,0.0,0.0,0.0,0.0,0.0,80.0,374.0,1.0,36.0,25.0,212.0,1.0,0.0,0.0,0.0,95.6,98.6,PHI
Brian Hill,2020,ATL,RB,25,16,0.0,0.0,0.0,0.0,0.0,100.0,465.0,1.0,30.0,25.0,199.0,0.0,1.0,0.0,0.0,95.4,0.0,SFO
Devontae Booker,2020,LVR,RB,28,16,0.0,0.0,0.0,0.0,0.0,93.0,423.0,3.0,21.0,17.0,84.0,0.0,0.0,0.0,0.0,85.7,144.1,NYG
Carlos Hyde,2020,SEA,RB,30,10,0.0,0.0,0.0,0.0,0.0,81.0,356.0,4.0,20.0,16.0,93.0,0.0,0.0,0.0,0.0,84.9,45.8,JAX
Sony Michel,2020,NWE,RB,25,9,0.0,0.0,0.0,0.0,0.0,79.0,449.0,1.0,9.0,7.0,114.0,1.0,0.0,0.0,0.0,75.3,146.3,LAR
James White,2020,NWE,RB,28,14,0.0,0.0,0.0,0.0,0.0,35.0,121.0,2.0,62.0,49.0,375.0,1.0,0.0,0.0,0.0,116.6,31.2,NWE
Kalen Ballage,2020,2TM,RB,25,11,0.0,0.0,0.0,0.0,0.0,91.0,303.0,3.0,37.0,29.0,166.0,0.0,0.0,0.0,0.0,93.9,6.4,PIT
Benny Snell Jr.,2020,PIT,RB,22,16,0.0,0.0,0.0,0.0,0.0,111.0,368.0,4.0,14.0,10.0,61.0,0.0,1.0,0.0,0.0,74.9,13.1,PIT
Kyle Juszczyk,2020,SFO,FB,29,16,0.0,0.0,0.0,0.0,0.0,17.0,64.0,2.0,29.0,19.0,202.0,4.0,0.0,0.0,0.0,81.6,73.8,SFO
Le'Veon Bell,2020,2TM,RB,28,11,0.0,0.0,0.0,0.0,0.0,82.0,328.0,2.0,20.0,16.0,138.0,0.0,0.0,0.0,0.0,74.6,38.1,2TM
Phillip Lindsay,2020,DEN,RB,26,11,0.0,0.0,0.0,0.0,0.0,118.0,502.0,1.0,14.0,7.0,28.0,0.0,0.0,0.0,0.0,66.0,45.4,2TM
Salvon Ahmed,2020,MIA,RB,22,6,0.0,0.0,0.0,0.0,0.0,75.0,319.0,3.0,14.0,11.0,61.0,0.0,0.0,1.0,0.0,69.0,38.6,MIA
Joshua Kelley,2020,LAC,RB,23,14,0.0,0.0,0.0,0.0,0.0,111.0,354.0,2.0,23.0,23.0,148.0,0.0,2.0,0.0,0.0,81.2,17.0,LAC
Duke Johnson,2020,HOU,RB,27,11,0.0,0.0,0.0,0.0,0.0,77.0,235.0,1.0,35.0,28.0,249.0,1.0,2.0,0.0,0.0,84.4,59.1,MIA
Samaje Perine,2020,CIN,RB,25,16,0.0,0.0,0.0,0.0,0.0,63.0,301.0,3.0,12.0,11.0,66.0,0.0,0.0,0.0,0.0,65.7,83.2,CIN
Kerryon Johnson,2020,DET,RB,23,16,0.0,0.0,0.0,0.0,0.0,52.0,181.0,2.0,26.0,19.0,187.0,1.0,1.0,0.0,0.0,71.8,0.0,SFO
Peyton Barber,2020,WAS,RB,26,16,0.0,0.0,0.0,0.0,0.0,94.0,258.0,4.0,7.0,4.0,12.0,0.0,0.0,0.0,0.0,55.0,49.9,LVR
Jordan Wilkins,2020,IND,RB,26,15,0.0,0.0,0.0,0.0,0.0,84.0,308.0,1.0,16.0,12.0,105.0,0.0,0.0,1.0,0.0,61.3,0.0,2TM
Mark Ingram,2020,BAL,RB,31,11,0.0,0.0,0.0,0.0,0.0,72.0,299.0,2.0,8.0,6.0,50.0,0.0,0.0,0.0,0.0,52.9,108.6,2TM
Ty Johnson,2020,2TM,RB,23,13,0.0,0.0,0.0,0.0,0.0,54.0,254.0,1.0,21.0,16.0,99.0,1.0,0.0,0.0,0.0,63.3,117.0,NYJ
Justin Jackson,2020,LAC,RB,24,9,0.0,0.0,0.0,0.0,0.0,59.0,270.0,0.0,24.0,19.0,173.0,0.0,0.0,1.0,0.0,65.3,86.2,LAC
Anthony Firkser,2020,TEN,FB,25,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,39.0,387.0,1.0,0.0,0.0,0.0,83.7,79.1,TEN
La'Mical Perine,2020,NYJ,RB,22,10,0.0,0.0,0.0,0.0,0.0,64.0,232.0,2.0,15.0,11.0,63.0,0.0,0.0,0.0,0.0,52.5,3.1,NYJ
DeeJay Dallas,2020,SEA,RB,22,12,0.0,0.0,0.0,0.0,0.0,34.0,108.0,2.0,20.0,17.0,111.0,1.0,0.0,0.0,0.0,56.9,60.1,SEA
Ito Smith,2020,ATL,RB,25,14,0.0,0.0,0.0,0.0,0.0,63.0,268.0,1.0,26.0,17.0,75.0,0.0,0.0,0.0,0.0,57.3,6.4,DAL
AJ Dillon,2020,GNB,RB,22,11,0.0,0.0,0.0,0.0,0.0,46.0,242.0,2.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,40.3,185.6,GNB
Darrel Williams,2020,KAN,RB,25,16,0.0,0.0,0.0,0.0,0.0,39.0,169.0,1.0,26.0,18.0,116.0,0.0,0.0,1.0,0.0,54.5,196.0,KAN
Matt Breida,2020,MIA,RB,25,12,0.0,0.0,0.0,0.0,0.0,59.0,254.0,0.0,10.0,9.0,96.0,0.0,1.0,0.0,0.0,42.0,42.7,BUF
Jeremy McNichols,2020,TEN,RB,25,16,0.0,0.0,0.0,0.0,0.0,47.0,204.0,1.0,17.0,12.0,55.0,0.0,0.0,0.0,0.0,43.9,73.6,TEN
Jalen Richard,2020,LVR,RB,27,13,0.0,0.0,0.0,0.0,0.0,22.0,123.0,1.0,23.0,19.0,138.0,0.0,0.0,0.0,0.0,51.1,23.2,LVR
Josh Adams,2020,NYJ,RB,24,8,0.0,0.0,0.0,0.0,0.0,29.0,157.0,2.0,8.0,6.0,29.0,0.0,0.0,0.0,0.0,36.6,0.0,NYJ
Jordan Howard,2020,2TM,RB,26,7,0.0,0.0,0.0,0.0,0.0,35.0,60.0,4.0,1.0,1.0,-3.0,0.0,0.0,0.0,0.0,30.7,62.5,PHI
Devonta Freeman,2020,NYG,RB,28,5,0.0,0.0,0.0,0.0,0.0,54.0,172.0,1.0,10.0,7.0,58.0,0.0,0.0,0.0,0.0,36.0,146.6,BAL
Rodney Smith,2020,CAR,RB,24,7,0.0,0.0,0.0,0.0,0.0,41.0,156.0,1.0,11.0,9.0,59.0,0.0,0.0,0.0,0.0,36.5,9.8,CAR
Royce Freeman,2020,DEN,RB,24,16,0.0,0.0,0.0,0.0,0.0,35.0,170.0,0.0,13.0,12.0,81.0,0.0,0.0,0.0,0.0,37.1,34.6,2TM
Jamycal Hasty,2020,SFO,RB,24,8,0.0,0.0,0.0,0.0,0.0,39.0,148.0,1.0,8.0,7.0,33.0,0.0,0.0,0.0,0.0,31.1,49.5,SFO
Travis Homer,2020,SEA,RB,22,9,0.0,0.0,0.0,0.0,0.0,25.0,88.0,0.0,10.0,9.0,90.0,1.0,0.0,0.0,0.0,32.8,61.8,SEA
Ameer Abdullah,2020,MIN,RB,27,16,0.0,0.0,0.0,0.0,0.0,8.0,42.0,0.0,9.0,8.0,58.0,2.0,0.0,0.0,0.0,30.0,89.5,2TM
Alex Collins,2020,SEA,RB,26,3,0.0,0.0,0.0,0.0,0.0,18.0,77.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,21.1,68.8,SEA
Dare Ogunbowale,2020,JAX,RB,26,14,0.0,0.0,0.0,0.0,0.0,32.0,145.0,0.0,20.0,10.0,54.0,0.0,0.0,0.0,0.0,29.9,50.1,JAX
Antonio Williams,2020,BUF,RB,23,1,0.0,0.0,0.0,0.0,0.0,12.0,63.0,2.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,21.3,0.0,NYG
C.J. Ham,2020,MIN,FB,27,15,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,13.0,8.0,97.0,1.0,0.0,0.0,0.0,25.5,32.9,MIN
D'Ernest Johnson,2020,CLE,RB,24,16,0.0,0.0,0.0,0.0,0.0,33.0,166.0,0.0,4.0,3.0,14.0,0.0,0.0,0.0,0.0,21.0,104.1,CLE
Ke'Shawn Vaughn,2020,TAM,RB,23,10,0.0,0.0,0.0,0.0,0.0,26.0,109.0,0.0,10.0,5.0,34.0,1.0,1.0,0.0,0.0,23.3,36.6,TAM
Alec Ingold,2020,LVR,FB,24,16,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,17.0,12.0,110.0,1.0,0.0,0.0,0.0,29.4,24.6,LVR
Anthony McFarland Jr.,2020,PIT,RB,22,11,0.0,0.0,0.0,0.0,0.0,33.0,113.0,0.0,9.0,6.0,54.0,0.0,0.0,0.0,0.0,22.7,2.4,PIT
Trayveon Williams,2020,CIN,RB,23,10,0.0,0.0,0.0,0.0,0.0,26.0,157.0,0.0,5.0,5.0,30.0,0.0,1.0,0.0,0.0,21.7,6.5,CIN
Corey Clement,2020,PHI,RB,26,15,0.0,0.0,0.0,0.0,0.0,21.0,75.0,1.0,6.0,5.0,25.0,0.0,0.0,0.0,0.0,21.0,28.9,DAL
D'Onta Foreman,2020,TEN,RB,24,6,0.0,0.0,0.0,0.0,0.0,22.0,95.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,17.0,93.9,TEN
Reggie Bonnafon,2020,CAR,RB,24,2,0.0,0.0,0.0,0.0,0.0,12.0,69.0,0.0,2.0,2.0,18.0,1.0,0.0,0.0,0.0,16.7,3.6,CAR
Gabe Nabers,2020,LAC,FB,23,16,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,7.0,5.0,25.0,2.0,0.0,0.0,0.0,20.2,5.5,LAC
Darrynton Evans,2020,TEN,RB,22,5,0.0,0.0,0.0,0.0,0.0,14.0,54.0,0.0,4.0,2.0,27.0,1.0,0.0,0.0,0.0,16.1,3.8,TEN
Mike Boone,2020,MIN,RB,25,16,0.0,0.0,0.0,0.0,0.0,11.0,59.0,1.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,14.9,7.7,DEN
Ryan Nall,2020,CHI,RB,25,16,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,8.0,67.0,1.0,0.0,0.0,0.0,20.7,1.8,CHI
Patrick Laird,2020,MIA,RB,25,16,0.0,0.0,0.0,0.0,0.0,13.0,72.0,0.0,12.0,10.0,68.0,0.0,1.0,0.0,0.0,22.0,5.1,MIA
J.J. Taylor,2020,NWE,RB,22,6,0.0,0.0,0.0,0.0,0.0,23.0,110.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,12.4,18.5,NWE
Jakob Johnson,2020,NWE,FB,26,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,35.0,1.0,0.0,0.0,0.0,17.5,8.3,NWE
Saquon Barkley,2020,NYG,RB,23,2,0.0,0.0,0.0,0.0,0.0,19.0,34.0,0.0,9.0,6.0,60.0,0.0,0.0,0.0,0.0,15.4,148.6,NYG
Tevin Coleman,2020,SFO,RB,27,8,0.0,0.0,0.0,0.0,0.0,28.0,53.0,0.0,5.0,4.0,34.0,0.0,0.0,0.0,0.0,12.7,51.5,NYJ
Artavis Pierce,2020,CHI,RB,24,5,0.0,0.0,0.0,0.0,0.0,6.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,CHI
Reggie Gilliam,2020,BUF,FB,23,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,1.0,0.0,0.0,0.0,9.6,5.6,BUF
Justice Hill,2020,BAL,RB,23,12,0.0,0.0,0.0,0.0,0.0,12.0,60.0,0.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,13.0,42.0,BAL
Patrick Ricard,2020,BAL,FB,26,15,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,12.0,9.0,45.0,1.0,1.0,0.0,0.0,17.4,20.7,BAL
Buddy Howell,2020,HOU,RB,24,14,0.0,0.0,0.0,0.0,0.0,16.0,64.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,7.7,1.1,LAR
Jaylen Samuels,2020,PIT,RB,24,14,0.0,0.0,0.0,0.0,0.0,9.0,28.0,0.0,14.0,9.0,46.0,0.0,0.0,0.0,0.0,16.4,5.3,HOU
Keith Smith,2020,ATL,FB,28,16,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,15.0,11.0,59.0,0.0,0.0,0.0,0.0,17.6,17.7,ATL
Jonathan Ward,2020,ARI,RB,23,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,8.1,9.7,ARI
Marlon Mack,2020,IND,RB,24,1,0.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0,3.0,3.0,30.0,0.0,0.0,0.0,0.0,8.6,12.9,IND
Brandon Wilson,2020,CIN,RB,26,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,CIN
Michael Burton,2020,NOR,FB,28,15,0.0,0.0,0.0,0.0,0.0,7.0,18.0,0.0,4.0,4.0,28.0,0.0,0.0,0.0,0.0,8.6,14.7,KAN
Trenton Cannon,2020,CAR,RB,26,14,0.0,0.0,0.0,0.0,0.0,10.0,33.0,0.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,7.9,-1.6,2TM
Dontrell Hilliard,2020,2TM,RB,25,7,0.0,0.0,0.0,0.0,0.0,9.0,48.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,72.7,TEN
Khari Blasingame,2020,TEN,FB,24,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,39.0,0.0,0.0,0.0,0.0,7.9,1.0,TEN
Devine Ozigbo,2020,JAX,RB,24,8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,9.0,42.0,0.0,0.0,0.0,0.0,13.3,1.4,2TM
Elijhaa Penny,2020,NYG,RB,27,14,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,3.0,2.0,20.0,0.0,0.0,0.0,0.0,5.5,35.9,NYG
Alex Armah,2020,CAR,FB,26,16,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,9.0,5.0,18.0,0.0,0.0,0.0,0.0,7.7,9.2,2TM
Rashaad Penny,2020,SEA,RB,24,3,0.0,0.0,0.0,0.0,0.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,121.7,SEA
Austin Walter,2020,SFO,RB,24,4,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,4.0,19.0,NYJ
Rico Dowdle,2020,DAL,RB,22,15,0.0,0.0,0.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,DAL
Jason Huntley,2020,PHI,RB,22,5,0.0,0.0,0.0,0.0,0.0,5.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.9,5.1,PHI
Andy Janovich,2020,CLE,RB,27,14,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,2.0,13.0,0.0,0.0,0.0,0.0,3.7,11.9,CLE
Scottie Phillips,2020,HOU,RB,23,8,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,2.6,4.2,HOU
Dwayne Washington,2020,NOR,RB,26,11,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.8,NOR
Nick Bellore,2020,SEA,FB,31,16,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,2.4,1.4,SEA
Cullen Gillaspia,2020,HOU,RB,25,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.6,0.0,NYG
Tony Jones,2020,NOR,RB,23,1,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,22.1,NOR
Craig Reynolds,2020,JAX,RB,24,2,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.7,35.2,DET
Jonathan Williams,2020,DET,RB,26,5,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,4.0,21.0,0.0,1.0,0.0,0.0,4.6,20.7,WAS
Jake Bargas,2020,MIN,FB,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN
Kenjon Barner,2020,TAM,RB,31,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAM
Darius Bradwell,2020,LAC,FB,23,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC
Nathan Cottrell,2020,JAX,RB,24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,JAX
Trey Edmunds,2020,PIT,RB,26,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT
Taiwan Jones,2020,BUF,RB,32,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF
Qadree Ollison,2020,ATL,RB,24,3,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,19.7,ATL
Wendell Smallwood,2020,PIT,RB,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,WAS
Johnny Stanton,2020,CLE,FB,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,CLE
Derek Watt,2020,PIT,FB,28,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,PIT
Jonathan Taylor,2021,IND,RB,22,17,0.0,0.0,0.0,0.0,0.0,332.0,1811.0,18.0,51.0,40.0,360.0,2.0,2.0,0.0,0.0,373.1,146.4,IND
Austin Ekeler,2021,LAC,RB,26,16,0.0,0.0,0.0,0.0,0.0,206.0,911.0,12.0,94.0,70.0,647.0,8.0,3.0,2.0,0.0,343.8,372.7,LAC
Joe Mixon,2021,CIN,RB,25,16,0.0,0.0,0.0,0.0,0.0,292.0,1205.0,13.0,48.0,42.0,314.0,3.0,1.0,0.0,0.0,287.9,239.5,CIN
Najee Harris,2021,PIT,RB,23,17,0.0,0.0,0.0,0.0,0.0,307.0,1200.0,7.0,94.0,74.0,467.0,3.0,0.0,0.0,0.0,300.7,223.5,PIT
James Conner,2021,ARI,RB,26,15,0.0,0.0,0.0,0.0,0.0,202.0,752.0,15.0,39.0,37.0,375.0,3.0,0.0,0.0,0.0,257.7,200.2,ARI
Ezekiel Elliott,2021,DAL,RB,26,17,1.0,1.0,4.0,0.0,0.0,237.0,1002.0,10.0,65.0,47.0,287.0,2.0,1.0,3.0,0.0,252.1,185.8,DAL
Nick Chubb,2021,CLE,RB,26,14,0.0,0.0,0.0,0.0,0.0,228.0,1259.0,8.0,25.0,20.0,174.0,1.0,1.0,0.0,0.0,215.3,281.4,CLE
Damien Harris,2021,NWE,RB,24,15,0.0,0.0,0.0,0.0,0.0,202.0,929.0,15.0,21.0,18.0,132.0,0.0,2.0,0.0,0.0,210.1,90.9,NWE
Alvin Kamara,2021,NOR,RB,26,13,0.0,0.0,0.0,0.0,0.0,240.0,898.0,4.0,67.0,47.0,439.0,5.0,0.0,0.0,0.0,234.7,211.7,NOR
Antonio Gibson,2021,WAS,RB,23,16,0.0,0.0,0.0,0.0,0.0,258.0,1037.0,7.0,52.0,42.0,294.0,3.0,4.0,1.0,0.0,229.1,165.9,WAS
Leonard Fournette,2021,TAM,RB,26,14,0.0,1.0,0.0,0.0,0.0,180.0,812.0,8.0,84.0,69.0,454.0,2.0,0.0,0.0,0.0,255.6,226.1,TAM
Cordarrelle Patterson,2021,ATL,RB,30,16,0.0,1.0,0.0,0.0,0.0,153.0,618.0,6.0,69.0,52.0,548.0,5.0,0.0,0.0,0.0,234.6,154.7,ATL
Aaron Jones,2021,GNB,RB,27,15,0.0,0.0,0.0,0.0,0.0,171.0,799.0,4.0,65.0,52.0,391.0,6.0,1.0,0.0,0.0,229.0,248.6,GNB
Derrick Henry,2021,TEN,RB,27,8,1.0,1.0,5.0,1.0,0.0,219.0,937.0,10.0,20.0,18.0,154.0,0.0,0.0,1.0,0.0,193.3,302.8,TEN
Dalvin Cook,2021,MIN,RB,26,13,0.0,0.0,0.0,0.0,0.0,249.0,1159.0,6.0,49.0,34.0,224.0,0.0,2.0,1.0,0.0,206.3,237.8,MIN
Josh Jacobs,2021,LVR,RB,23,15,0.0,0.0,0.0,0.0,0.0,217.0,872.0,9.0,64.0,54.0,348.0,0.0,2.0,0.0,0.0,226.0,328.3,LVR
Melvin Gordon,2021,DEN,RB,28,16,0.0,0.0,0.0,0.0,0.0,203.0,918.0,8.0,38.0,28.0,213.0,2.0,3.0,0.0,0.0,195.1,87.1,DEN
Javonte Williams,2021,DEN,RB,21,17,0.0,0.0,0.0,0.0,0.0,203.0,903.0,4.0,53.0,43.0,316.0,3.0,1.0,0.0,0.0,204.9,42.0,DEN
Devin Singletary,2021,BUF,RB,24,17,0.0,0.0,0.0,0.0,0.0,188.0,870.0,7.0,50.0,40.0,228.0,1.0,0.0,0.0,0.0,197.8,177.9,BUF
David Montgomery,2021,CHI,RB,24,13,0.0,1.0,0.0,0.0,1.0,225.0,849.0,7.0,51.0,42.0,301.0,0.0,1.0,0.0,0.0,195.0,177.7,CHI
AJ Dillon,2021,GNB,RB,23,17,0.0,0.0,0.0,0.0,0.0,187.0,803.0,5.0,37.0,34.0,313.0,2.0,1.0,0.0,0.0,185.6,167.6,GNB
Darrel Williams,2021,KAN,RB,26,17,0.0,0.0,0.0,0.0,0.0,144.0,558.0,6.0,57.0,47.0,452.0,2.0,0.0,0.0,0.0,196.0,21.1,ARI
D'Andre Swift,2021,DET,RB,22,13,0.0,1.0,0.0,0.0,0.0,151.0,617.0,5.0,78.0,62.0,452.0,2.0,1.0,0.0,0.0,208.9,191.1,DET
Elijah Mitchell,2021,SFO,RB,23,11,0.0,0.0,0.0,0.0,0.0,207.0,963.0,5.0,20.0,19.0,137.0,1.0,0.0,0.0,0.0,165.0,43.6,SFO
James Robinson,2021,JAX,RB,23,14,0.0,0.0,0.0,0.0,0.0,164.0,767.0,8.0,46.0,31.0,222.0,0.0,2.0,0.0,0.0,173.9,88.6,2TM
Darrell Henderson,2021,LAR,RB,24,12,0.0,0.0,0.0,0.0,0.0,149.0,688.0,5.0,40.0,29.0,176.0,3.0,0.0,0.0,0.0,163.4,73.5,LAR
Myles Gaskin,2021,MIA,RB,24,17,0.0,0.0,0.0,0.0,0.0,173.0,612.0,3.0,63.0,49.0,234.0,4.0,1.0,0.0,0.0,173.6,9.4,MIA
Sony Michel,2021,LAR,RB,26,17,0.0,0.0,0.0,0.0,0.0,208.0,845.0,4.0,33.0,21.0,128.0,1.0,1.0,0.0,0.0,146.3,24.9,LAC
Tony Pollard,2021,DAL,RB,24,15,0.0,0.0,0.0,0.0,0.0,130.0,719.0,2.0,46.0,39.0,337.0,0.0,0.0,0.0,0.0,162.6,248.8,DAL
Michael Carter,2021,NYJ,RB,22,14,0.0,0.0,0.0,0.0,0.0,147.0,639.0,4.0,55.0,36.0,325.0,0.0,1.0,0.0,0.0,154.4,126.0,NYJ
Rashaad Penny,2021,SEA,RB,25,10,0.0,0.0,0.0,0.0,0.0,119.0,749.0,6.0,8.0,6.0,48.0,0.0,0.0,0.0,0.0,121.7,52.2,SEA
Chuba Hubbard,2021,CAR,RB,22,17,0.0,0.0,0.0,0.0,0.0,172.0,612.0,5.0,37.0,25.0,174.0,1.0,1.0,0.0,0.0,137.6,87.7,CAR
Saquon Barkley,2021,NYG,RB,24,13,0.0,0.0,0.0,0.0,0.0,162.0,593.0,2.0,57.0,41.0,263.0,2.0,1.0,0.0,0.0,148.6,284.0,NYG
