,,,,,,,Misc,Misc,,Approx Val,Approx Val,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,,,,-additional
Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,-9999
5,157,CAR,Chau Smith-Wade,DB,21,2025,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,31,2,,Washington St.,College Stats,SmitCh05
5,158,MIA,Mohamed Kamara,DL,25,2024,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado St.,College Stats,KamaMo00
5,159,KAN,Hunter Nourzad,OL,23,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,,,,Penn St.,College Stats,NourHu00
5,160,BUF,Edefuan Ulofoshio,LB,24,2024,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,,,Washington,College Stats,UlofEd00
5,161,WAS,Dominique Hampton,CB,24,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Washington,College Stats,HampDo00
5,162,ARI,Christian Jones,OL,24,2024,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats,JoneCh12
5,163,GNB,Jacob Monk,OL,23,2024,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,,Duke,College Stats,MonkJa00
5,164,IND,Jaylin Simpson,SAF,24,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,College Stats,SimpJa00
5,165,BAL,Rasheen Ali,RB,23,2025,0,0,0,0,0,9,0,0,0,0,0,11,36,0,0,0,0,2,,,Marshall,College Stats,AlixRa00
5,166,NYG,Tyrone Tracy Jr.,RB,24,2025,0,0,1,6,6,20,0,0,0,0,0,214,907,5,46,338,1,,,,Purdue,College Stats,TracTy00
5,167,JAX,Keilan Robinson,RB,24,2024,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats,RobiKe03
5,168,BUF,Javon Solomon,DE,23,2025,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,9,,2.0,Troy,College Stats,SoloJa00
5,169,GNB,Kitan Oladapo,DB,23,2025,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,3,,,Oregon St.,College Stats,OladKi00
5,170,NOR,Bub Means,WR,23,2024,0,0,0,1,1,7,0,0,0,0,0,0,0,0,9,118,1,,,,Pittsburgh,College Stats,MeanBu00
5,171,NYJ,Jordan Travis,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,College Stats,TravJo00
5,172,PHI,Trevor Keegan,OL,24,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats,KeegTr00
5,173,NYJ,Isaiah Davis,RB,22,2025,0,0,0,2,2,20,0,0,0,0,0,32,192,1,10,81,1,7,,,South Dakota St.,,DaviIs00
5,174,DAL,Caelen Carson,DB,22,2024,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,24,,,Wake Forest,College Stats,CarsCa01
5,175,NOR,Jaylan Ford,LB,22,2025,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,2,,,Texas,College Stats,FordJa02
5,176,NYJ,Qwan'tez Stiggers,CB,22,2025,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,9,,,,,StigQw00
6,177,MIN,Walter Rouse,OL,23,2025,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats,RousWa00
6,178,PIT,Logan Lee,DL,24,2025,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,College Stats,LeexLo00
6,179,SEA,Sataoa Laumea,OL,23,2024,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats,LaumSa00
6,180,NWE,Marcellas Dial,DB,23,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,6,,,South Carolina,College Stats,DialMa00
6,181,LAC,Kimani Vidal,RB,23,2024,0,0,0,2,2,10,0,0,0,0,0,43,155,0,5,62,1,,,,Troy,College Stats,VidaKi00
6,182,TEN,Jha'Quan Jackson,WR,24,2024,0,0,0,0,0,12,0,0,0,0,0,1,-5,0,1,8,0,,,,Tulane,College Stats,JackJh00
6,183,NYG,Darius Muasau,LB,23,2025,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,28,1,,UCLA,College Stats,MuasDa00
6,184,MIA,Malik Washington,WR,23,2025,0,0,0,2,2,17,0,0,0,0,0,11,77,1,32,257,0,,,,Virginia,College Stats,WashMa00
6,185,PHI,Johnny Wilson,WR,23,2024,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,38,1,,,,Florida St.,College Stats,WilsJo03
6,186,ATL,Jase McClellan,RB,22,2024,0,0,0,0,0,2,0,0,0,0,0,13,32,0,0,0,0,,,,Alabama,College Stats,McClJa05
6,187,ATL,Casey Washington,WR,23,2025,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,47,0,,,,Illinois,College Stats,WashCa01
6,188,HOU,Jamal Hill,LB,23,2025,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,2,,,Oregon,College Stats,HillJa02
6,189,DET,Mekhi Wingo,DT,21,2025,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,2,,,LSU,College Stats,WingMe00
6,190,PHI,Dylan McMahon,OL,23,2024,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.,College Stats,McMaDy00
6,191,ARI,Tejhaun Palmer,WR,24,,0,0,0,,,,,,,,,,,,,,,,,,Ala-Birmingham,College Stats,PalmTe00
6,192,SEA,D.J. James,CB,23,2025,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Auburn,College Stats,JameDJ00
6,193,NWE,Joe Milton,QB,24,2025,0,0,0,1,1,2,25,34,282,1,1,10,16,1,0,0,0,,,,Tennessee,College Stats,MiltJo00
6,194,CIN,Tanner McLachlan,TE,25,2024,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona,College Stats,McLaTa00
6,195,PIT,Ryan Watts,SAF,22,,0,0,0,,,,,,,,,,,,,,,,,,Texas,College Stats,WattRy00
6,196,LAR,Tyler Davis,DT,23,2025,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,15,,1.5,Clemson,College Stats,DaviTy05
6,197,ATL,Zion Logue,DL,23,2025,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,2,,0.5,Georgia,College Stats,LoguZi00
6,198,MIA,Patrick McMorris,DB,22,2024,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,,,California,College Stats,McMoPa00
6,199,NOR,Khristian Boyd,DL,24,2024,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,,,Northern Iowa,,BoydKh00
6,200,CAR,Jaden Crumedy,DT,24,2025,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,,0.5,Mississippi St.,College Stats,CrumJa00
6,201,IND,Micah Abraham,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,Marshall,College Stats,AbraMi00
6,202,GNB,Travis Glover,OT,24,2024,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia St.,College Stats,GlovTr00
6,203,MIN,Will Reichard,K,23,2025,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats,ReicWi00
6,204,BUF,Tylan Grable,OL,24,2024,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,,,Central Florida,College Stats,GrabTy00
6,205,HOU,Jawhar Jordan,RB,25,,0,0,0,,,,,,,,,,,,,,,,,,Louisville,College Stats,JordJa00
6,206,CLE,Nathaniel Watson,LB,24,2024,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,10,,,Mississippi St.,College Stats,WatsNa00
6,207,SEA,Michael Jerrell,OT,25,2024,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,,,,Findlay,,JerrMi00
6,208,LVR,Dylan Laube,RB,24,2025,0,0,0,0,0,13,0,0,0,0,0,4,2,0,2,17,0,2,,,New Hampshire,,LaubDy00
6,209,LAR,Joshua Karty,K,22,2025,0,0,0,2,2,20,0,1,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats,KartJo00
6,210,DET,Christian Mahogany,OL,23,2025,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.,College Stats,MahoCh00
6,211,KAN,Kamal Hadden,DB,23,2025,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee,College Stats,HaddKa00
6,212,JAX,Cam Little,K,21,2025,0,0,0,5,5,20,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats,LittCa00
6,213,LAR,Jordan Whittington,WR,23,2025,0,0,0,3,3,18,0,0,0,0,0,5,24,0,26,342,0,4,,,Texas,College Stats,WhitJo04
6,214,CIN,Cedric Johnson,DE,22,2024,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,5,,1.0,Mississippi,College Stats,JohnCe01
6,215,SFO,Jarrett Kingston,OL,24,2024,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,,,,USC,College Stats,KingJa02
6,216,DAL,Ryan Flournoy,WR,24,2025,0,0,0,1,1,14,0,0,0,0,0,0,0,0,12,123,0,4,,,SE Missouri St.,,FlouRy00
6,217,LAR,Beaux Limmer,OL,23,2025,0,0,1,7,7,19,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats,LimmBe00
6,218,BAL,Devin Leary,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Kentucky,College Stats,LearDe00
6,219,BUF,Daequan Hardy,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats,HardDa02
6,220,TAM,Elijah Klein,OG,24,2025,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,,,,Texas-El Paso,College Stats,KleiEl00
7,221,BUF,Travis Clayton,OT,23,,0,0,0,,,,,,,,,,,,,,,,,,,,ClayTr00
7,222,WAS,Javontae Jean-Baptiste,DL,24,2025,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,8,,2.0,Notre Dame,College Stats,JeanJa00
7,223,LVR,Trey Taylor,FS,23,2024,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,,,,Air Force,College Stats,TaylTr03
7,224,CIN,Daijahn Anthony,SAF,23,2024,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,2,,,Mississippi,College Stats,AnthDa00
7,225,LAC,Brenden Rice,WR,22,2024,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,USC,College Stats,RiceBr00
7,226,ARI,Jaden Davis,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,Miami (FL),College Stats,DaviJa09
7,227,CLE,Myles Harden,DB,22,2025,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,,,South Dakota,,HardMy00
7,228,BAL,Nick Samac,C,23,,0,0,0,,,,,,,,,,,,,,,,,,Michigan St.,College Stats,SamaNi00
7,229,LVR,M.J. Devonshire,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,College Stats,DevoMJ00
7,230,MIN,Michael Jurgens,OL,24,2025,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Wake Forest,College Stats,JurgMi02
7,231,NWE,Jaheim Bell,TE,23,2024,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,20,0,1,,,Florida St.,College Stats,BellJa00
7,232,MIN,Levi Drake Rodriguez,DT,24,2025,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,,,Texas A&M-Commerce,,RodrLe00
7,233,DAL,Nathan Thomas,OL,23,2025,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Louisiana,College Stats,ThomNa01
7,234,IND,Jonah Laulu,DL,24,2025,0,0,0,4,,20,0,0,0,0,0,0,0,0,0,0,0,20,,4.0,Oklahoma,College Stats,LaulJo00
7,235,DEN,Devaughn Vele,WR,26,2025,0,0,0,4,4,15,0,0,0,0,0,0,0,0,43,491,4,,,,Utah,College Stats,VeleDe00
7,236,JAX,Myles Cole,OLB,24,2024,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,,,Texas Tech,College Stats,ColeMy00
7,237,CIN,Matt Lee,C,23,2025,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),College Stats,LeexMa02
7,238,HOU,Solomon Byrd,DE,24,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,USC,College Stats,ByrdSo00
7,239,NOR,Josiah Ezirim,OT,23,,0,0,0,,,,,,,,,,,,,,,,,,Eastern Kentucky,,EzirJo00
7,240,CAR,Michael Barrett,LB,24,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,College Stats,BarrMi00
7,241,MIA,Tahj Washington,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,USC,College Stats,WashTa00
7,242,TEN,James Williams,SAF,21,2025,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,17,,,Miami (FL),College Stats,WillJa15
7,243,CLE,Jowon Briggs,DE,23,2025,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,7,,1.0,Cincinnati,College Stats,BrigJo00
7,244,DAL,Justin Rogers,DL,22,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,College Stats,RogeJu01
7,245,GNB,Michael Pratt,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,Tulane,College Stats,PratMi00
7,246,TAM,Devin Culp,TE,24,2024,0,0,0,1,1,5,0,0,0,0,0,0,0,0,5,88,0,,,,Washington,College Stats,CulpDe00
7,247,HOU,Marcus Harris,DL,23,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,College Stats,HarrMa08
7,248,KAN,C.J. Hanson,OG,23,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Holy Cross,,HansCJ00
7,249,HOU,LaDarius Henderson,OL,22,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,College Stats,HendLa00
7,250,BAL,Sanoussi Kane,SAF,22,2025,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,5,,,Purdue,College Stats,KaneSa00
7,251,SFO,Tatum Bethune,LB,23,2025,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,4,,,Florida St.,College Stats,BethTa00
7,252,TEN,Jaylen Harrell,DE,22,2025,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,10,,,Michigan,College Stats,HarrJa05
7,253,LAC,Cornelius Johnson,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,College Stats,JohnCo02
7,254,LAR,KT Leveston,OL,24,2025,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,Kansas St.,College Stats,LeveKT00
7,255,GNB,Kalen King,CB,21,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats,KingKa00
7,256,DEN,Nick Gargiulo,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,South Carolina,College Stats,GargNi00
7,257,NYJ,Jaylen Key,SAF,24,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats,KeyxJa00
