Player,Draft_Year,Team,Conf,G,Cmp,Att,Yds,TD,Int,Rushing_Att,Rushing_Yds,Rushing_TD
Anthony Colandrea,2024,Virginia,ACC,8.0,154.0,246.0,1958.0,13.0,9.0,73.0,225.0,0.0
Anthony DiNota,2024,Texas A&M,SEC,,,,,,,2.0,5.0,0.0
Anthony Evans III,2024,Georgia,SEC,,,,,,,1.0,2.0,0.0
Anthony Frias II,2023,Kansas State,Big 12,,,,,,,1.0,2.0,0.0
Anthony Frias II,2024,Kansas State,Big 12,,,,,,,13.0,42.0,0.0
Anthony Gordon,2020,Washington State,Pac-12,13.0,493.0,689.0,5579.0,48.0,16.0,51.0,-20.0,0.0
Anthony Gould,2022,Oregon State,Pac-12,,,,,,,5.0,50.0,1.0
Anthony Gould,2023,Oregon State,Pac-12,,,,,,,2.0,11.0,0.0
Anthony Gould,2024,Oregon State,Pac-12,,,,,,,4.0,22.0,0.0
Anthony Grant,2023,Nebraska,Big Ten,,,,,,,218.0,915.0,6.0
Anthony Grant,2024,Nebraska,Big Ten,,,,,,,104.0,413.0,3.0
Anthony Hankerson,2023,Colorado,Pac-12,,,,,,,68.0,274.0,3.0
Anthony Hankerson,2024,Colorado,Pac-12,,,,,,,78.0,319.0,1.0
Anthony Hawkins,2020,Colorado State,MWC,,,,,,,1.0,1.0,0.0
Anthony Jones,2020,Florida International,CUSA,12.0,0.0,1.0,0.0,0.0,0.0,187.0,867.0,9.0
Anthony Lotti,2020,Wisconsin,Big Ten,,,,,,,2.0,-14.0,0.0
Anthony McAfee,2020,Coastal Carolina,Sun Belt,,,,,,,3.0,31.0,1.0
Anthony McFarland,2020,Maryland,Big Ten,,,,,,,114.0,614.0,8.0
Anthony Pandy,2022,Arizona,Pac-12,,,,,,,1.0,32.0,0.0
Anthony Richardson,2021,Florida,SEC,4.0,1.0,2.0,27.0,1.0,1.0,7.0,61.0,0.0
Anthony Richardson,2022,Florida,SEC,8.0,38.0,64.0,529.0,6.0,5.0,51.0,401.0,3.0
Anthony Richardson,2023,Florida,SEC,12.0,176.0,327.0,2549.0,17.0,9.0,103.0,654.0,9.0
Anthony Russo,2020,Temple,American,13.0,246.0,419.0,2861.0,21.0,12.0,35.0,-64.0,2.0
Anthony Russo,2021,Temple,American,4.0,92.0,135.0,863.0,9.0,6.0,22.0,26.0,2.0
Anthony Russo,2022,Michigan State,Big Ten,3.0,7.0,9.0,43.0,0.0,0.0,3.0,10.0,0.0
Anthony Sambucci,2023,Western Michigan,MAC,11.0,1.0,1.0,31.0,1.0,0.0,,,
Anthony Sambucci,2024,Western Michigan,MAC,,,,,,,2.0,0.0,0.0
Anthony Schwartz,2020,Auburn,SEC,,,,,,,11.0,118.0,2.0
Anthony Schwartz,2021,Auburn,SEC,,,,,,,4.0,-6.0,0.0
Anthony Simpson,2022,Arizona,Pac-12,,,,,,,1.0,7.0,0.0
Anthony Simpson,2023,Arizona,Pac-12,,,,,,,2.0,8.0,0.0
Anthony Simpson,2024,Massachusetts,Ind,,,,,,,11.0,93.0,1.0
Anthony Summey,2022,Georgia,SEC,,,,,,,5.0,16.0,0.0
Anthony Switzer,2024,Utah State,MWC,,,,,,,1.0,4.0,0.0
Anthony Taylor,2020,Texas State,Sun Belt,,,,,,,74.0,223.0,2.0
Anthony Thompson,2020,Northern Illinois,MAC,,,,,,,1.0,3.0,0.0
Anthony Tyus III,2022,Northwestern,Big Ten,,,,,,,50.0,210.0,1.0
Anthony Tyus III,2023,Northwestern,Big Ten,,,,,,,19.0,56.0,0.0
Anthony Tyus III,2024,Northwestern,Big Ten,,,,,,,50.0,238.0,1.0
Anthony Venneri,2023,Buffalo,MAC,,,,,,,1.0,-11.0,0.0
Anthony Venneri,2024,Buffalo,MAC,,,,,,,1.0,9.0,0.0
Anthony Watkins,2020,Missouri,SEC,,,,,,,6.0,19.0,0.0
Anthony Watkins,2021,Tulsa,American,,,,,,,7.0,21.0,0.0
Anthony Watkins,2022,Tulsa,American,,,,,,,86.0,634.0,4.0
Anthony Watkins,2024,Tulsa,American,,,,,,,197.0,889.0,4.0
Anthony Williams,2022,UCF,American,,,,,,,5.0,19.0,0.0
Anthony Williams Jr.,2020,Michigan State,Big Ten,,,,,,,38.0,118.0,1.0
Anthony Williams Jr.,2021,Michigan State,Big Ten,,,,,,,4.0,5.0,0.0
Anthony Williams Jr.,2022,Akron,MAC,,,,,,,56.0,207.0,1.0
Antoine Lane,2022,Georgia State,Sun Belt,,,,,,,5.0,31.0,0.0
Antoine Lane,2023,Georgia State,Sun Belt,,,,,,,11.0,53.0,0.0
Anton Hall,2022,Navy,American,,,,,,,4.0,11.0,0.0
Anton Hall,2023,Navy,American,,,,,,,89.0,390.0,3.0
Anton Hall,2024,Navy,American,,,,,,,8.0,25.0,2.0
Antonio Gibson,2020,Memphis,American,,,,,,,33.0,369.0,4.0
Antonio Patterson,2023,Florida International,CUSA,,,,,,,9.0,40.0,0.0
Antonio Patterson,2024,Florida International,CUSA,,,,,,,14.0,33.0,1.0
Antonio Williams,2020,North Carolina,ACC,,,,,,,48.0,322.0,3.0
Antonio Williams,2023,Clemson,ACC,14.0,1.0,1.0,6.0,0.0,0.0,5.0,8.0,0.0
Antwain Littleton II,2022,Maryland,Big Ten,,,,,,,15.0,74.0,1.0
Antwaine Littleton,2022,Maryland,Big Ten,,,,,,,15.0,74.0,1.0
Antwaine Littleton,2023,Maryland,Big Ten,,,,,,,76.0,379.0,6.0
Antwaine Littleton,2024,Maryland,Big Ten,,,,,,,69.0,255.0,2.0
Antwan Davis,2021,Ball State,MAC,,,,,,,1.0,1.0,0.0
Antwan Dixon,2020,Kent State,MAC,,,,,,,5.0,-1.0,0.0
Antwan Roberts,2024,Marshall,Sun Belt,,,,,,,2.0,11.0,0.0
Antwane Wells Jr.,2023,South Carolina,SEC,,,,,,,3.0,10.0,1.0
Anwar Lewis,2024,Jacksonville State,CUSA,,,,,,,93.0,452.0,3.0
Arch Manning,2024,Texas,Big 12,2.0,2.0,5.0,30.0,0.0,0.0,3.0,7.0,0.0
Ari Broussard,2021,Rice,CUSA,,,,,,,25.0,87.0,0.0
Ari Broussard,2022,Rice,CUSA,,,,,,,116.0,569.0,3.0
Ari Broussard,2023,Rice,CUSA,,,,,,,91.0,251.0,9.0
Ari Broussard,2024,Rice,American,,,,,,,29.0,91.0,0.0
Ari Patu,2022,Stanford,Pac-12,2.0,8.0,16.0,48.0,1.0,1.0,3.0,31.0,0.0
Ari Patu,2023,Stanford,Pac-12,4.0,6.0,9.0,65.0,2.0,0.0,3.0,8.0,0.0
Ari Patu,2024,Stanford,Pac-12,2.0,3.0,6.0,37.0,0.0,0.0,4.0,37.0,0.0
Arian Smith,2021,Georgia,SEC,,,,,,,1.0,-9.0,0.0
Arian Smith,2022,Georgia,SEC,,,,,,,1.0,15.0,0.0
Arian Smith,2024,Georgia,SEC,,,,,,,1.0,33.0,0.0
Arik Smith,2021,Army,Ind,,,,,,,1.0,-2.0,0.0
Arland Bruce IV,2022,Iowa,Big Ten,,,,,,,10.0,65.0,3.0
Arland Bruce IV,2023,Iowa,Big Ten,,,,,,,12.0,47.0,1.0
Arlen Harris,2023,Stanford,Pac-12,,,,,,,2.0,1.0,0.0
Arlen Harris,2024,Iowa State,Big 12,,,,,,,1.0,6.0,0.0
Armand Shyne,2020,Texas Tech,Big 12,,,,,,,65.0,374.0,3.0
Armani Rogers,2020,Nevada-Las Vegas,MWC,5.0,41.0,79.0,393.0,2.0,3.0,50.0,204.0,2.0
Armani Rogers,2021,Ohio,MAC,3.0,5.0,9.0,48.0,1.0,0.0,19.0,114.0,2.0
Armani Rogers,2022,Ohio,MAC,12.0,29.0,49.0,350.0,0.0,1.0,92.0,552.0,7.0
Armoni Goodwin,2022,LSU,SEC,,,,,,,16.0,65.0,0.0
Armoni Goodwin,2023,LSU,SEC,,,,,,,45.0,267.0,5.0
Arnold Barnes III,2024,Tulane,American,,,,,,,23.0,138.0,0.0
Aron Cruickshank,2020,Wisconsin,Big Ten,,,,,,,13.0,138.0,1.0
Aron Cruickshank,2021,Rutgers,Big Ten,,,,,,,4.0,26.0,0.0
Aron Cruickshank,2022,Rutgers,Big Ten,,,,,,,6.0,30.0,0.0
Aron Cruickshank,2023,Rutgers,Big Ten,12.0,1.0,1.0,6.0,0.0,0.0,11.0,115.0,1.0
Arryn Siposs,2020,Auburn,SEC,13.0,0.0,1.0,0.0,0.0,0.0,,,
Art Pierce,2020,Oregon State,Pac-12,,,,,,,146.0,873.0,6.0
Art Thompkins,2020,Connecticut,American,,,,,,,98.0,468.0,2.0
Artice Hobbs IV,2020,Army,Ind,,,,,,,28.0,158.0,2.0
Artice Hobbs IV,2021,Army,Ind,,,,,,,17.0,106.0,0.0
Artur Sitkowski,2020,Rutgers,Big Ten,3.0,44.0,68.0,429.0,1.0,2.0,8.0,-7.0,0.0
Artur Sitkowski,2021,Rutgers,Big Ten,4.0,52.0,81.0,444.0,3.0,0.0,14.0,2.0,0.0
Artur Sitkowski,2022,Illinois,Big Ten,5.0,74.0,148.0,704.0,6.0,2.0,26.0,31.0,0.0
Artur Sitkowski,2023,Illinois,Big Ten,3.0,18.0,25.0,103.0,0.0,1.0,5.0,18.0,0.0
Asa Martin,2021,Memphis,American,,,,,,,55.0,233.0,1.0
Asa Martin,2022,Memphis,American,,,,,,,34.0,108.0,2.0
Asa Martin,2023,Memphis,American,,,,,,,85.0,435.0,7.0
Asa Martin,2024,Troy,Sun Belt,,,,,,,25.0,114.0,0.0
Asher O'Hara,2020,Middle Tennessee State,CUSA,12.0,210.0,335.0,2616.0,20.0,8.0,199.0,1058.0,9.0
Asher O'Hara,2021,Middle Tennessee State,CUSA,9.0,192.0,288.0,1960.0,12.0,8.0,175.0,601.0,7.0
Ashton Cook,2023,Iowa State,Big 12,1.0,4.0,4.0,32.0,0.0,0.0,,,
Ashton Daniels,2023,Stanford,Pac-12,10.0,5.0,6.0,39.0,0.0,0.0,25.0,156.0,3.0
Ashton Daniels,2024,Stanford,Pac-12,12.0,191.0,325.0,2247.0,11.0,8.0,109.0,292.0,3.0
Ashton Frye,2024,Jacksonville State,CUSA,5.0,5.0,11.0,51.0,0.0,0.0,10.0,31.0,0.0
Ashton Hayes,2023,California,Pac-12,,,,,,,1.0,14.0,0.0
Ashton Hayes,2024,Nevada,MWC,,,,,,,30.0,102.0,0.0
Ashton Jeanty,2023,Boise State,MWC,,,,,,,156.0,821.0,7.0
Ashton Jeanty,2024,Boise State,MWC,,,,,,,220.0,1347.0,14.0
Ashton Johnson,2020,Louisiana,Sun Belt,,,,,,,12.0,83.0,1.0
Ashton Stredick,2022,California,Pac-12,,,,,,,2.0,8.0,0.0
Ashton Stredick,2023,California,Pac-12,,,,,,,3.0,19.0,0.0
Ashton Stredick,2024,California,Pac-12,,,,,,,42.0,200.0,2.0
Ashtyn Hawkins,2022,Texas State,Sun Belt,,,,,,,2.0,14.0,0.0
Ashtyn Hawkins,2023,Texas State,Sun Belt,,,,,,,1.0,-4.0,0.0
Ashtyn Hawkins,2024,Texas State,Sun Belt,,,,,,,1.0,-2.0,0.0
Asim Rose,2020,Kentucky,SEC,13.0,1.0,1.0,10.0,0.0,0.0,149.0,826.0,6.0
Asim Rose,2021,Kentucky,SEC,,,,,,,106.0,666.0,2.0
Aston Walter,2020,Rice,CUSA,11.0,1.0,1.0,27.0,0.0,0.0,145.0,771.0,8.0
Athan Kaliakmanis,2023,Minnesota,Big Ten,11.0,60.0,111.0,946.0,3.0,4.0,34.0,140.0,1.0
Athan Kaliakmanis,2024,Minnesota,Big Ten,12.0,156.0,294.0,1838.0,14.0,9.0,74.0,94.0,2.0
Atticus Sappington,2024,Oregon State,Pac-12,,,,,,,1.0,9.0,0.0
Aubry Payne,2020,Georgia State,Sun Belt,,,,,,,1.0,0.0,0.0
Aubry Payne,2022,Georgia State,Sun Belt,,,,,,,1.0,0.0,0.0
Audric Estime,2022,Notre Dame,Ind,,,,,,,7.0,60.0,0.0
Audric Estime,2023,Notre Dame,Ind,,,,,,,156.0,920.0,11.0
Audric Estime,2024,Notre Dame,Ind,,,,,,,210.0,1341.0,18.0
Austen Pleasants,2020,Ohio,MAC,,,,,,,1.0,2.0,1.0
Austin Allen,2020,Nebraska,Big Ten,,,,,,,1.0,2.0,0.0
Austin Aune,2020,North Texas,CUSA,2.0,4.0,5.0,136.0,1.0,0.0,,,
Austin Aune,2021,North Texas,CUSA,8.0,101.0,185.0,1650.0,13.0,4.0,27.0,29.0,2.0
Austin Aune,2022,North Texas,CUSA,13.0,151.0,295.0,1991.0,9.0,9.0,80.0,325.0,3.0
Austin Aune,2023,North Texas,CUSA,14.0,232.0,411.0,3547.0,33.0,15.0,44.0,52.0,1.0
Austin Burton,2020,UCLA,Pac-12,6.0,44.0,64.0,365.0,1.0,0.0,23.0,100.0,1.0
Austin Burton,2022,Purdue,Big Ten,7.0,5.0,7.0,44.0,0.0,0.0,13.0,38.0,0.0
Austin Burton,2023,Purdue,Big Ten,6.0,36.0,56.0,273.0,3.0,2.0,18.0,28.0,0.0
Austin Conway,2020,Wyoming,MWC,13.0,0.0,1.0,0.0,0.0,0.0,6.0,27.0,0.0
Austin Erickson,2022,New Mexico,MWC,,,,,,,2.0,-9.0,0.0
Austin Erickson,2023,New Mexico,MWC,,,,,,,1.0,7.0,0.0
Austin Hill,2023,Army,Ind,,,,,,,1.0,5.0,0.0
Austin Jones,2020,Stanford,Pac-12,,,,,,,45.0,227.0,1.0
Austin Jones,2021,Stanford,Pac-12,,,,,,,126.0,550.0,9.0
Austin Jones,2022,Stanford,Pac-12,,,,,,,107.0,378.0,2.0
Austin Jones,2023,USC,Pac-12,,,,,,,135.0,705.0,5.0
Austin Jones,2024,USC,Pac-12,,,,,,,85.0,477.0,7.0
Austin Kafentzis,2020,BYU,Ind,,,,,,,2.0,4.0,0.0
Austin Kendall,2020,West Virginia,Big 12,9.0,187.0,304.0,1989.0,12.0,10.0,45.0,91.0,1.0
Austin Kendall,2021,West Virginia,Big 12,2.0,11.0,23.0,164.0,2.0,0.0,2.0,-2.0,0.0
Austin Kendall,2022,Louisiana Tech,CUSA,7.0,148.0,244.0,1884.0,13.0,9.0,59.0,157.0,3.0
Austin McCready,2023,Louisiana Tech,CUSA,10.0,0.0,2.0,0.0,0.0,0.0,,,
Austin McNamara,2020,Texas Tech,Big 12,12.0,1.0,1.0,34.0,0.0,0.0,,,
Austin Novosad,2024,Oregon,Pac-12,3.0,9.0,11.0,52.0,0.0,0.0,,,
Austin Parker,2020,Duke,ACC,12.0,0.0,1.0,0.0,0.0,0.0,3.0,45.0,0.0
Austin Reed,2023,Western Kentucky,CUSA,14.0,389.0,603.0,4746.0,40.0,11.0,91.0,224.0,8.0
Austin Reed,2024,Western Kentucky,CUSA,12.0,289.0,470.0,3340.0,31.0,11.0,42.0,100.0,4.0
Austin Smith,2022,Eastern Michigan,MAC,1.0,1.0,1.0,16.0,0.0,0.0,,,
Austin Smith,2023,Eastern Michigan,MAC,9.0,68.0,119.0,774.0,6.0,4.0,61.0,255.0,2.0
Austin Smith,2024,Eastern Michigan,MAC,12.0,171.0,298.0,1775.0,9.0,7.0,101.0,134.0,2.0
Austin Trammell,2020,Rice,CUSA,,,,,,,2.0,13.0,0.0
Austin Upshaw,2023,SMU,American,,,,,,,5.0,-3.0,0.0
Austin Vaughn,2020,Louisiana-Monroe,Sun Belt,,,,,,,50.0,199.0,5.0
Austin Watkins,2020,UAB,CUSA,,,,,,,1.0,-1.0,0.0
Aveon Smith,2021,Miami (OH),MAC,1.0,1.0,1.0,3.0,0.0,0.0,3.0,28.0,0.0
Aveon Smith,2022,Miami (OH),MAC,,,,,,,4.0,25.0,0.0
Aveon Smith,2023,Miami (OH),MAC,10.0,108.0,217.0,1299.0,11.0,5.0,123.0,553.0,6.0
Aveon Smith,2024,Miami (OH),MAC,10.0,48.0,96.0,638.0,2.0,2.0,75.0,280.0,1.0
Avery Atkins,2022,LSU,SEC,13.0,1.0,2.0,26.0,0.0,1.0,,,
Avery Boyd,2024,Georgia Tech,ACC,13.0,0.0,1.0,0.0,0.0,0.0,,,
Avery Davis,2020,Notre Dame,Ind,,,,,,,6.0,10.0,0.0
Avery Davis,2021,Notre Dame,ACC,,,,,,,3.0,57.0,0.0
Avery Davis,2022,Notre Dame,Ind,,,,,,,3.0,19.0,0.0
Avery Johnson,2024,Kansas State,Big 12,8.0,37.0,66.0,479.0,5.0,0.0,52.0,296.0,7.0
Avery Morrow,2021,Nevada,MWC,,,,,,,14.0,89.0,1.0
Avery Morrow,2022,Nevada,MWC,,,,,,,11.0,120.0,1.0
Avery Morrow,2023,Colorado State,MWC,,,,,,,173.0,834.0,4.0
Avery Morrow,2024,Colorado State,MWC,,,,,,,81.0,262.0,2.0
Ay'Juan Marshall,2021,Army,Ind,,,,,,,6.0,8.0,0.0
Ay'Juan Marshall,2022,Army,Ind,,,,,,,1.0,10.0,0.0
Ay'Juan Marshall,2023,Army,Ind,,,,,,,24.0,256.0,1.0
Ay'Juan Marshall,2024,Army,Ind,,,,,,,17.0,181.0,1.0
Ayden Eberhardt,2021,Wyoming,MWC,,,,,,,1.0,1.0,0.0
Ayden Eberhardt,2022,Wyoming,MWC,,,,,,,3.0,9.0,0.0
Ayir Asante,2024,Wyoming,MWC,,,,,,,4.0,11.0,1.0
Ayo Adeyi,2022,North Texas,CUSA,,,,,,,84.0,496.0,6.0
Ayo Adeyi,2023,North Texas,CUSA,,,,,,,112.0,807.0,4.0
Ayo Adeyi,2024,North Texas,American,,,,,,,143.0,1017.0,6.0
B.J. Baylor,2020,Oregon State,Pac-12,,,,,,,30.0,177.0,3.0
B.J. Baylor,2021,Oregon State,Pac-12,,,,,,,27.0,124.0,1.0
B.J. Baylor,2022,Oregon State,Pac-12,,,,,,,227.0,1337.0,13.0
B.J. Daniels,2020,UTSA,CUSA,,,,,,,11.0,60.0,0.0
B.J. Daniels,2021,UTSA,CUSA,,,,,,,23.0,129.0,2.0
B.J. Daniels,2022,UTSA,CUSA,,,,,,,37.0,199.0,1.0
B.J. Emmons,2020,Florida Atlantic,CUSA,,,,,,,51.0,237.0,6.0
B.J. Emmons,2021,Florida Atlantic,CUSA,,,,,,,37.0,116.0,1.0
B.J. Smith,2020,Troy,Sun Belt,,,,,,,11.0,106.0,1.0
B.J. Smith,2021,Troy,Sun Belt,,,,,,,73.0,277.0,3.0
B.J. Smith,2022,Troy,Sun Belt,,,,,,,95.0,372.0,4.0
BJ Busbee,2020,San Diego State,MWC,,,,,,,2.0,0.0,0.0
BJ Busbee,2021,San Diego State,MWC,,,,,,,1.0,6.0,0.0
BJ Busbee,2022,San Diego State,MWC,,,,,,,4.0,11.0,0.0
BJ Harris,2022,Missouri,SEC,,,,,,,22.0,73.0,0.0
BJ Harris,2023,Missouri,SEC,,,,,,,8.0,32.0,1.0
BJ Harris,2024,Central Michigan,MAC,,,,,,,19.0,39.0,0.0
Baden Pinson,2020,Coastal Carolina,Sun Belt,,,,,,,10.0,23.0,0.0
Baden Pinson,2021,Coastal Carolina,Sun Belt,,,,,,,13.0,82.0,1.0
Bailey Cate,2020,Old Dominion,CUSA,,,,,,,1.0,12.0,0.0
Bailey Hockman,2020,North Carolina State,ACC,7.0,54.0,97.0,546.0,1.0,4.0,16.0,-8.0,0.0
Bailey Hockman,2021,North Carolina State,ACC,10.0,171.0,266.0,2088.0,13.0,11.0,58.0,-22.0,3.0
Bailey Hockman,2022,Middle Tennessee State,CUSA,4.0,41.0,66.0,463.0,4.0,2.0,9.0,-62.0,0.0
Bailey Rice,2023,Charlotte,CUSA,12.0,1.0,1.0,21.0,0.0,0.0,,,
Bailey Zappe,2022,Western Kentucky,CUSA,14.0,475.0,687.0,5967.0,62.0,11.0,51.0,17.0,3.0
Bam Smith,2020,Arizona,Pac-12,,,,,,,34.0,203.0,1.0
Bam Smith,2022,Arizona,Pac-12,,,,,,,2.0,4.0,0.0
Barion Brown,2023,Kentucky,SEC,,,,,,,4.0,-2.0,0.0
Barion Brown,2024,Kentucky,SEC,,,,,,,12.0,147.0,1.0
Barrett Banister,2022,Missouri,SEC,,,,,,,2.0,-4.0,0.0
Baylor Romney,2020,BYU,Ind,4.0,54.0,85.0,747.0,7.0,2.0,24.0,59.0,0.0
Baylor Romney,2021,BYU,Ind,7.0,24.0,35.0,261.0,1.0,1.0,7.0,21.0,0.0
Baylor Romney,2022,BYU,Ind,5.0,56.0,80.0,779.0,6.0,0.0,10.0,-4.0,0.0
Beau Allen,2021,Kentucky,SEC,2.0,3.0,7.0,40.0,0.0,0.0,2.0,-9.0,0.0
Beau Allen,2022,Kentucky,SEC,3.0,8.0,12.0,92.0,0.0,0.0,4.0,9.0,1.0
Beau Nelson,2024,Stanford,Pac-12,1.0,1.0,5.0,8.0,0.0,0.0,1.0,6.0,0.0
Beau Pribula,2024,Penn State,Big Ten,11.0,11.0,21.0,149.0,4.0,0.0,56.0,329.0,6.0
Behren Morton,2022,Texas Tech,Big 12,2.0,1.0,3.0,0.0,0.0,0.0,2.0,15.0,0.0
Behren Morton,2023,Texas Tech,Big 12,9.0,96.0,169.0,1117.0,7.0,6.0,42.0,79.0,2.0
Behren Morton,2024,Texas Tech,Big 12,10.0,182.0,293.0,1757.0,15.0,8.0,46.0,3.0,4.0
Ben Ballard,2021,Texas,Big 12,,,,,,,1.0,7.0,0.0
Ben Batson,2020,Clemson,ACC,10.0,1.0,1.0,0.0,0.0,0.0,4.0,20.0,0.0
Ben Brittain,2021,Air Force,MWC,2.0,1.0,1.0,31.0,0.0,0.0,4.0,15.0,0.0
Ben Brittain,2023,Air Force,MWC,5.0,1.0,2.0,80.0,1.0,0.0,3.0,25.0,0.0
Ben Brittain,2024,Air Force,MWC,4.0,0.0,3.0,0.0,0.0,2.0,7.0,31.0,0.0
Ben Bryant,2020,Cincinnati,American,7.0,29.0,51.0,388.0,1.0,2.0,22.0,35.0,1.0
Ben Bryant,2021,Cincinnati,American,8.0,11.0,14.0,90.0,1.0,0.0,6.0,65.0,1.0
Ben Bryant,2022,Eastern Michigan,MAC,13.0,279.0,408.0,3121.0,14.0,7.0,87.0,-43.0,2.0
Ben Bryant,2023,Cincinnati,American,11.0,213.0,348.0,2731.0,21.0,7.0,47.0,-118.0,0.0
Ben Bryant,2024,Northwestern,Big Ten,9.0,173.0,277.0,1807.0,13.0,6.0,60.0,-33.0,4.0
Ben Easters,2024,Kansas,Big 12,,,,,,,1.0,3.0,0.0
Ben Finley,2021,North Carolina State,ACC,1.0,13.0,20.0,143.0,1.0,2.0,2.0,-9.0,0.0
Ben Finley,2022,North Carolina State,ACC,4.0,5.0,9.0,28.0,0.0,0.0,2.0,7.0,0.0
Ben Finley,2023,North Carolina State,ACC,3.0,65.0,123.0,741.0,3.0,3.0,6.0,-8.0,0.0
Ben Finley,2024,California,Pac-12,7.0,54.0,94.0,572.0,3.0,4.0,12.0,8.0,0.0
Ben Glines,2020,Boston College,ACC,,,,,,,6.0,27.0,0.0
Ben Gulbranson,2021,Oregon State,Pac-12,1.0,6.0,9.0,64.0,1.0,0.0,,,
Ben Gulbranson,2023,Oregon State,Pac-12,10.0,121.0,194.0,1455.0,9.0,5.0,40.0,52.0,5.0
Ben Gulbranson,2024,Oregon State,Pac-12,2.0,17.0,28.0,186.0,1.0,1.0,5.0,-12.0,0.0
Ben Hicks,2020,Arkansas,SEC,7.0,65.0,137.0,738.0,2.0,2.0,21.0,10.0,0.0
Ben Jefferson,2022,Air Force,MWC,,,,,,,3.0,17.0,1.0
Ben Jefferson,2023,Air Force,MWC,,,,,,,8.0,67.0,0.0
Ben Kiernan,2024,North Carolina,ACC,,,,,,,1.0,17.0,0.0
Ben Kopenski,2024,Tulsa,American,,,,,,,1.0,-6.0,0.0
Ben LeMay,2020,Charlotte,CUSA,,,,,,,193.0,1082.0,9.0
Ben Lennon,2020,Utah,Pac-12,,,,,,,1.0,-2.0,0.0
Ben Mason,2020,Michigan,Big Ten,,,,,,,1.0,3.0,0.0
Ben Miles,2020,Kansas,Big 12,,,,,,,3.0,1.0,0.0
Ben Peterson,2020,Air Force,MWC,,,,,,,1.0,3.0,0.0
Ben Peterson,2021,Air Force,MWC,,,,,,,1.0,18.0,0.0
Ben Putman,2020,Nevada,MWC,,,,,,,1.0,4.0,0.0
Ben Redding,2023,SMU,American,,,,,,,1.0,4.0,0.0
Ben Sims,2022,Baylor,Big 12,,,,,,,1.0,1.0,1.0
Ben Sims,2023,Baylor,Big 12,,,,,,,1.0,1.0,1.0
Ben Sinnott,2022,Kansas State,Big 12,,,,,,,3.0,12.0,1.0
Ben Skowronek,2021,Notre Dame,ACC,,,,,,,2.0,17.0,1.0
Ben VanSumeren,2020,Michigan,Big Ten,,,,,,,9.0,20.0,1.0
Ben Williams,2021,Appalachian State,Sun Belt,,,,,,,2.0,6.0,0.0
Ben Wooldridge,2020,Fresno State,MWC,3.0,4.0,6.0,30.0,1.0,0.0,2.0,13.0,0.0
Ben Wooldridge,2021,Fresno State,MWC,2.0,8.0,16.0,117.0,0.0,0.0,2.0,13.0,0.0
Ben Wooldridge,2023,Louisiana,Sun Belt,10.0,138.0,244.0,1661.0,15.0,5.0,48.0,188.0,2.0
Ben Wooldridge,2024,Louisiana,Sun Belt,3.0,39.0,69.0,508.0,5.0,1.0,17.0,73.0,2.0
Benjamin Hall,2024,Michigan,Big Ten,,,,,,,15.0,69.0,0.0
Benjamin Waters,2020,Air Force,MWC,,,,,,,5.0,9.0,0.0
Benjamin Yurosek,2022,Stanford,Pac-12,,,,,,,2.0,11.0,0.0
Benjamin Yurosek,2023,Stanford,Pac-12,,,,,,,1.0,50.0,0.0
Benjamin Yurosek,2024,Stanford,Pac-12,,,,,,,11.0,53.0,0.0
Bennett Galloway,2023,Louisiana-Monroe,Sun Belt,,,,,,,6.0,17.0,0.0
Bennett Galloway,2024,Louisiana-Monroe,Sun Belt,,,,,,,44.0,287.0,0.0
Bennett Meredith,2024,Purdue,Big Ten,3.0,7.0,11.0,43.0,0.0,0.0,4.0,7.0,0.0
Bentavious Thompson,2020,UCF,American,,,,,,,87.0,604.0,8.0
Bentavious Thompson,2020,UCF,American,,,,,,,87.0,604.0,8.0
Bentavious Thompson,2021,UCF,American,,,,,,,73.0,382.0,5.0
Bentavious Thompson,2021,UCF,American,,,,,,,73.0,382.0,5.0
Berkeley Holman,2020,Northwestern,Big Ten,,,,,,,1.0,-6.0,0.0
Bernardo Rodriguez,2021,North Texas,CUSA,,,,,,,1.0,-4.0,0.0
Bert Emanuel Jr.,2023,Central Michigan,MAC,4.0,4.0,8.0,54.0,0.0,0.0,67.0,496.0,7.0
Bert Emanuel Jr.,2024,Central Michigan,MAC,6.0,19.0,37.0,286.0,3.0,3.0,50.0,220.0,2.0
Bhayshul Tuten,2024,Virginia Tech,ACC,,,,,,,173.0,863.0,10.0
Bijan Robinson,2021,Texas,Big 12,,,,,,,86.0,703.0,4.0
Bijan Robinson,2022,Texas,Big 12,,,,,,,195.0,1127.0,11.0
Bijan Robinson,2023,Texas,Big 12,,,,,,,258.0,1580.0,18.0
Bilal Ally,2020,Massachusetts,Ind,,,,,,,166.0,853.0,7.0
Bill Jackson,2023,Tulsa,American,,,,,,,31.0,186.0,0.0
Bill Jackson,2024,Tulsa,American,,,,,,,91.0,414.0,1.0
Billy Atkins,2023,James Madison,Sun Belt,5.0,19.0,43.0,212.0,2.0,5.0,14.0,-13.0,0.0
Billy Atkins,2024,James Madison,Sun Belt,4.0,1.0,2.0,10.0,0.0,0.0,3.0,16.0,0.0
Billy Bowens,2023,Boise State,MWC,,,,,,,1.0,12.0,0.0
Billy Dozier,2023,Northern Illinois,MAC,,,,,,,5.0,7.0,0.0
